type,days_for_shipping_real,days_for_shipment_scheduled,benefit_per_order,sales_per_customer,delivery_status,late_delivery_risk,category_id,category_name,customer_city,customer_country,customer_email,customer_fname,customer_id,customer_lname,customer_password,customer_segment,customer_state,customer_street,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date_dateorders,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_image,product_name,product_price,product_status,shipping_date_dateorders,shipping_mode
PAYMENT,5,2,-30.75,115.18,Late delivery,1,17,Cleats,Bayamon,Puerto Rico,XXXXXXXXX,Mary,9083,Frank,XXXXXXXXX,Home Office,PR,75 Sunny Grounds,957.0,4,Apparel,18.38012,-66.18313,Pacific Asia,Mirzapur,India,9083,2016-02-24 13:57:00,28744,365,4.8,0.04,71956,59.99,-0.27,2,119.98,115.18,-30.75,South Asia,Uttar Pradesh,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2016-02-29 13:57:00,Second Class
PAYMENT,2,2,-122.73,79.18,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,4741,Smith,XXXXXXXXX,Home Office,PR,9731 Honey Fox Towers,725.0,5,Golf,18.235573,-66.37061,Pacific Asia,Bursa,Turquía,4741,2016-10-25 14:39:00,45461,627,0.8,0.01,113598,39.99,-1.55,2,79.98,79.18,-122.73,West Asia,Bursa,PENDING_PAYMENT,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2016-10-27 14:39:00,Second Class
PAYMENT,6,2,33.6,96.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,639,Pittman,XXXXXXXXX,Home Office,PR,7573 Golden Treasure Centre,725.0,5,Golf,18.025368,-66.61304,Pacific Asia,Murray Bridge,Australia,639,2016-03-30 04:37:00,31115,502,4.0,0.04,77757,50.0,0.35,2,100.0,96.0,33.6,Oceania,Australia del Sur,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-04-05 04:37:00,Second Class
PAYMENT,2,2,24.69,75.98,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Katherine,9702,Tyler,XXXXXXXXX,Home Office,PR,8369 Sunny Crossing,725.0,5,Golf,18.273838,-66.370636,Pacific Asia,Kartal,Turquía,9702,2016-10-30 01:31:00,45766,627,4.0,0.05,114401,39.99,0.33,2,79.98,75.98,24.69,West Asia,Estambul,PENDING_PAYMENT,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2016-11-01 01:31:00,Second Class
PAYMENT,3,2,9.1,91.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,9114,Smith,XXXXXXXXX,Home Office,PR,1425 Fallen Fox Arbor,725.0,5,Golf,18.284805,-66.37059,Pacific Asia,Ulan Bator,Mongolia,9114,2016-11-28 01:18:00,47752,502,9.0,0.09,119405,50.0,0.1,2,100.0,91.0,9.1,Eastern Asia,Ulán Bator,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-12-01 01:18:00,Second Class
PAYMENT,5,2,-21.75,87.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Dennis,1362,Smith,XXXXXXXXX,Home Office,PR,2290 Crystal Pathway,725.0,5,Golf,18.294968,-66.37051,Pacific Asia,Estambul,Turquía,1362,2016-12-31 15:47:00,50054,502,13.0,0.13,125135,50.0,-0.25,2,100.0,87.0,-21.75,West Asia,Estambul,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-01-05 15:47:00,Second Class
PAYMENT,6,2,6.15,82.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,8011,Hill,XXXXXXXXX,Home Office,PR,6179 Noble Panda Moor,725.0,5,Golf,18.255713,-66.37051,Pacific Asia,Raipur,India,8011,2015-10-25 06:24:00,20365,502,18.0,0.18,50842,50.0,0.08,2,100.0,82.0,6.15,South Asia,Rajastán,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-10-31 06:24:00,Second Class
PAYMENT,2,2,22.41,74.68,Shipping on time,0,13,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Mary,3296,Smith,XXXXXXXXX,Home Office,PR,8205 Silver Grove Row,725.0,3,Footwear,18.234663,-66.3706,USCA,Pasco,Estados Unidos,3296,2016-06-11 15:12:00,36146,278,15.3,0.17,90273,44.99,0.3,2,89.98,74.68,22.41,West of USA ,Washington,PENDING_PAYMENT,278,13,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99,0,2016-06-13 15:12:00,Second Class
PAYMENT,5,2,25.24,90.15,Late delivery,1,12,Boxing & MMA,Caguas,Puerto Rico,XXXXXXXXX,Frances,3182,Smith,XXXXXXXXX,Home Office,PR,7786 Middle Private,725.0,3,Footwear,18.262682,-66.3705,USCA,Los Angeles,Estados Unidos,3182,2016-08-24 21:45:00,41234,249,19.79,0.18,102921,54.97,0.28,2,109.94,90.15,25.24,West of USA ,California,PENDING_PAYMENT,249,12,http://images.acmesports.sports/Under+Armour+Women%27s+Micro+G+Skulpt+Running+Shoe,Under Armour Women's Micro G Skulpt Running S,54.97,0,2016-08-29 21:45:00,Second Class
PAYMENT,6,2,30.57,117.58,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Alice,7864,Smith,XXXXXXXXX,Home Office,PR,4294 High Passage,725.0,4,Apparel,18.282795,-66.37056,USCA,San Francisco,Estados Unidos,7864,2016-04-13 10:12:00,32090,365,2.4,0.02,80250,59.99,0.26,2,119.98,117.58,30.57,West of USA ,California,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2016-04-19 10:12:00,Second Class
PAYMENT,4,2,46.07,95.98,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Kyle,11169,Thomas,XXXXXXXXX,Home Office,PR,5274 Easy Beach,725.0,4,Apparel,18.274662,-66.37058,USCA,Overland Park,Estados Unidos,11169,2016-05-22 14:10:00,34773,365,24.0,0.2,86866,59.99,0.48,2,119.98,95.98,46.07,US Center ,Kansas,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2016-05-26 14:10:00,Second Class
PAYMENT,2,2,-184.78,263.97,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Brenda,5197,Jordan,XXXXXXXXX,Home Office,PR,4692 Jagged Thicket,725.0,3,Footwear,18.269,-66.3705,Africa,Ugep,Nigeria,5197,2016-10-04 22:55:00,44046,191,36.0,0.12,110025,99.99,-0.7,3,299.97,263.97,-184.78,West Africa,Cross River,PENDING_PAYMENT,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2016-10-06 22:55:00,Second Class
PAYMENT,5,2,38.75,113.97,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Frank,1535,Livingston,XXXXXXXXX,Home Office,PR,5161 Crystal Quail Jetty,725.0,5,Golf,18.230818,-66.37052,Africa,Kinshasa,República Democrática del Congo,1535,2016-11-08 12:32:00,46414,627,6.0,0.05,116033,39.99,0.34,3,119.97,113.97,38.75,Central Africa,Kinshasa,PENDING_PAYMENT,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2016-11-13 12:32:00,Second Class
PAYMENT,5,2,-3.65,63.99,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,XXXXXXXXX,Johnny,6122,Smith,XXXXXXXXX,Home Office,PR,1465 Round Fawn Passage,725.0,6,Outdoors,18.261381,-66.37057,Africa,Dakar,Senegal,6122,2016-11-11 05:21:00,46599,917,1.98,0.03,116462,21.99,-0.06,3,65.97,63.99,-3.65,West Africa,Dakar,PENDING_PAYMENT,917,41,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.99,0,2016-11-16 05:21:00,Second Class
PAYMENT,5,2,38.23,79.66,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Mary,9451,Smith,XXXXXXXXX,Home Office,PR,5723 Cinder Loop,725.0,6,Outdoors,18.236507,-66.370514,Africa,Casablanca,Marruecos,9451,2016-12-08 00:14:00,48434,828,16.31,0.17,121134,31.99,0.48,3,95.97,79.66,38.23,North Africa,Gran Casablanca,PENDING_PAYMENT,828,37,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+San+Diego+Chargers...,Bridgestone e6 Straight Distance NFL San Dieg,31.99,0,2016-12-13 00:14:00,Second Class
PAYMENT,3,2,129.35,293.97,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,542,Smith,XXXXXXXXX,Home Office,PR,2991 Silent Deer Landing,725.0,3,Footwear,18.359215,-66.0778,Europe,Dortmund,Alemania,542,2015-07-07 05:31:00,12827,191,6.0,0.02,32072,99.99,0.44,3,299.97,293.97,129.35,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2015-07-10 05:31:00,Second Class
PAYMENT,2,2,132.29,269.97,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Hannah,11329,Smith,XXXXXXXXX,Home Office,PR,5086 Emerald Fox Farms,725.0,3,Footwear,18.299442,-66.37052,Europe,Drancy,Francia,11329,2017-07-22 07:16:00,63936,191,30.0,0.1,159828,99.99,0.49,3,299.97,269.97,132.29,Western Europe,Isla de Francia,PENDING_PAYMENT,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2017-07-24 07:16:00,Second Class
PAYMENT,6,2,76.04,224.98,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,3570,Nelson,XXXXXXXXX,Home Office,PR,3909 Hidden Treasure Beach,725.0,3,Footwear,18.289968,-66.370544,Europe,Nantes,Francia,3570,2017-08-07 06:33:00,65030,191,74.99,0.25,162548,99.99,0.34,3,299.97,224.98,76.04,Western Europe,Países del Loira,PENDING_PAYMENT,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2017-08-13 06:33:00,Second Class
PAYMENT,4,2,81.13,176.37,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Austin,650,Sexton,XXXXXXXXX,Home Office,PR,4691 Cinder Crest,725.0,4,Apparel,18.227573,-66.04563,Europe,Groningen,Países Bajos,650,2015-09-22 07:41:00,18108,365,3.6,0.02,45253,59.99,0.46,3,179.97,176.37,81.13,Western Europe,Groningen,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2015-09-26 07:41:00,Second Class
PAYMENT,2,2,43.52,167.37,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Michael,9353,Scott,XXXXXXXXX,Home Office,PR,5703 Tawny Creek Townline,725.0,4,Apparel,18.29882,-66.3706,Europe,Gateshead,Reino Unido,9353,2017-07-02 09:03:00,62571,365,12.6,0.07,156394,59.99,0.26,3,179.97,167.37,43.52,Northern Europe,Inglaterra,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-07-04 09:03:00,Second Class
PAYMENT,3,2,68.78,163.77,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,54,Olson,XXXXXXXXX,Home Office,PR,7333 Cinder Way,725.0,4,Apparel,18.025381,-66.61508,Europe,Eastbourne,Reino Unido,54,2015-09-08 12:15:00,17162,365,16.2,0.09,42919,59.99,0.42,3,179.97,163.77,68.78,Northern Europe,Inglaterra,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2015-09-11 12:15:00,Second Class
PAYMENT,3,2,40.49,161.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Vincent,12151,Krueger,XXXXXXXXX,Home Office,PR,9404 Heather Bluff Dale,725.0,4,Apparel,18.250486,-66.37063,Europe,Hayange,Francia,12151,2017-08-20 07:03:00,65922,365,18.0,0.1,164735,59.99,0.25,3,179.97,161.97,40.49,Western Europe,Alsacia-Champaña-Ardenas-Lorena,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-08-23 07:03:00,Second Class
PAYMENT,2,2,20.93,139.5,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Hannah,11329,Smith,XXXXXXXXX,Home Office,PR,5086 Emerald Fox Farms,725.0,5,Golf,18.299442,-66.37052,Europe,Drancy,Francia,11329,2017-07-22 07:16:00,63936,502,10.5,0.07,159829,50.0,0.15,3,150.0,139.5,20.93,Western Europe,Isla de Francia,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-07-24 07:16:00,Second Class
PAYMENT,4,2,12.2,107.97,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Gregory,10018,Rodriguez,XXXXXXXXX,Home Office,PR,1632 Green Fawn Corners,725.0,5,Golf,18.240698,-66.37056,Europe,Portsmouth,Reino Unido,10018,2017-08-04 02:31:00,64813,627,12.0,0.1,162007,39.99,0.11,3,119.97,107.97,12.2,Northern Europe,Inglaterra,PENDING_PAYMENT,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2017-08-08 02:31:00,Second Class
PAYMENT,3,2,12.71,112.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Frances,3182,Smith,XXXXXXXXX,Home Office,PR,7786 Middle Private,725.0,5,Golf,18.262682,-66.3705,Europe,Gelsenkirchen,Alemania,3182,2017-09-18 01:14:00,67892,502,37.5,0.25,169747,50.0,0.11,3,150.0,112.5,12.71,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-09-21 01:14:00,Second Class
PAYMENT,6,2,7.76,55.41,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,XXXXXXXXX,Kyle,4936,Smith,XXXXXXXXX,Home Office,PR,8344 Noble Mountain Gate,725.0,6,Outdoors,18.2121,-66.37051,Europe,Nice,Francia,4936,2015-07-02 19:42:00,12525,917,10.56,0.16,31344,21.99,0.14,3,65.97,55.41,7.76,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,917,41,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.99,0,2015-07-08 19:42:00,Second Class
PAYMENT,6,2,101.39,299.97,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Lisa,8707,Smith,XXXXXXXXX,Home Office,PR,7208 Bright Landing,725.0,3,Footwear,18.231314,-66.37063,LATAM,Petapa,Guatemala,8707,2015-03-28 00:55:00,5895,191,0.0,0.0,14664,99.99,0.34,3,299.97,299.97,101.39,Central America,Guatemala,PENDING_PAYMENT,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2015-04-03 00:55:00,Second Class
PAYMENT,5,2,-285.07,178.17,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Megan,1025,Todd,XXXXXXXXX,Home Office,PR,1393 Umber Sky Estates,725.0,4,Apparel,18.29652,-66.048676,LATAM,Mejicanos,El Salvador,1025,2017-04-02 16:43:00,56359,365,1.8,0.01,140970,59.99,-1.6,3,179.97,178.17,-285.07,Central America,San Salvador,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-04-07 16:43:00,Second Class
PAYMENT,4,2,42.74,170.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,8831,Smith,XXXXXXXXX,Home Office,PR,8165 Red Lane,725.0,4,Apparel,18.287464,-66.370544,LATAM,David,Panamá,8831,2017-05-05 14:23:00,58613,365,9.0,0.05,146701,59.99,0.25,3,179.97,170.97,42.74,Central America,Chiriquí,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-05-09 14:23:00,Second Class
PAYMENT,5,2,49.32,170.07,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,10679,Smith,XXXXXXXXX,Home Office,PR,331 Grand Orchard,725.0,4,Apparel,18.29108,-66.37051,LATAM,Santo Domingo,República Dominicana,10679,2015-04-25 04:44:00,7824,365,9.9,0.06,19564,59.99,0.29,3,179.97,170.07,49.32,Caribbean,Santo Domingo,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2015-04-30 04:44:00,Second Class
PAYMENT,5,2,80.34,167.37,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5007,Smith,XXXXXXXXX,Home Office,PR,2264 Thunder Abbey,725.0,4,Apparel,18.249846,-66.37051,LATAM,Cabimas,Venezuela,5007,2015-04-25 01:14:00,7814,365,12.6,0.07,19544,59.99,0.48,3,179.97,167.37,80.34,South America,Zulia,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2015-04-30 01:14:00,Second Class
PAYMENT,5,2,-26.69,163.77,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5007,Smith,XXXXXXXXX,Home Office,PR,2264 Thunder Abbey,725.0,4,Apparel,18.249846,-66.37051,LATAM,Cabimas,Venezuela,5007,2015-04-25 01:14:00,7814,365,16.2,0.09,19542,59.99,-0.16,3,179.97,163.77,-26.69,South America,Zulia,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2015-04-30 01:14:00,Second Class
PAYMENT,3,2,-117.33,152.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,9854,Smith,XXXXXXXXX,Home Office,PR,9082 Merry Lookout,725.0,4,Apparel,18.256718,-66.37063,LATAM,Santo Domingo,República Dominicana,9854,2017-06-06 15:03:00,60807,365,27.0,0.15,152161,59.99,-0.77,3,179.97,152.97,-117.33,Caribbean,Santo Domingo,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-06-09 15:03:00,Second Class
PAYMENT,4,2,47.88,152.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Grace,376,Sanchez,XXXXXXXXX,Home Office,PR,6468 Fallen Close,725.0,4,Apparel,18.247543,-66.02531,LATAM,Dos Quebradas,Colombia,376,2017-02-18 16:36:00,53413,365,27.0,0.15,133456,59.99,0.31,3,179.97,152.97,47.88,South America,Risaralda,PENDING_PAYMENT,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-02-22 16:36:00,Second Class
PAYMENT,4,2,72.0,150.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Dennis,5417,Meyer,XXXXXXXXX,Home Office,PR,7342 Hidden Walk,725.0,5,Golf,18.276737,-66.37055,LATAM,Ilopango,El Salvador,5417,2015-04-26 03:10:00,7888,502,0.0,0.0,19707,50.0,0.48,3,150.0,150.0,72.0,Central America,San Salvador,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-04-30 03:10:00,Second Class
PAYMENT,4,2,29.94,115.17,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Douglas,10759,Smith,XXXXXXXXX,Home Office,PR,577 Rustic Nectar Row,725.0,5,Golf,18.296848,-66.37051,LATAM,Tegucigalpa,Honduras,10759,2015-04-10 00:02:00,6783,627,4.8,0.04,16956,39.99,0.26,3,119.97,115.17,29.94,Central America,Francisco Morazán,PENDING_PAYMENT,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2015-04-14 00:02:00,Second Class
PAYMENT,4,2,23.47,144.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,8541,Smith,XXXXXXXXX,Home Office,PR,5700 Little Circle,725.0,5,Golf,18.296093,-66.37051,LATAM,Juazeiro,Brasil,8541,2017-04-11 15:49:00,56973,502,6.0,0.04,142502,50.0,0.16,3,150.0,144.0,23.47,South America,Bahía,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-04-15 15:49:00,Second Class
PAYMENT,5,2,68.4,142.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,10679,Smith,XXXXXXXXX,Home Office,PR,331 Grand Orchard,725.0,5,Golf,18.29108,-66.37051,LATAM,Santo Domingo,República Dominicana,10679,2015-04-25 04:44:00,7824,502,7.5,0.05,19563,50.0,0.48,3,150.0,142.5,68.4,Caribbean,Santo Domingo,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-04-30 04:44:00,Second Class
PAYMENT,6,2,43.66,139.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,3752,Vega,XXXXXXXXX,Home Office,PR,7840 Umber Sky Villas,725.0,5,Golf,18.210573,-66.37058,LATAM,Mexico City,México,3752,2017-03-16 02:54:00,55155,502,10.5,0.07,137932,50.0,0.31,3,150.0,139.5,43.66,Central America,Distrito Federal,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-03-22 02:54:00,Second Class
PAYMENT,2,2,13.2,132.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Wayne,4673,Hodges,XXXXXXXXX,Home Office,PR,7509 Iron Concession,725.0,5,Golf,18.201117,-66.37059,LATAM,Tlaquepaque,México,4673,2015-03-29 10:33:00,5991,502,18.0,0.12,14921,50.0,0.1,3,150.0,132.0,13.2,Central America,Jalisco,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-03-31 10:33:00,Second Class
PAYMENT,4,2,46.2,132.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,5367,Mccormick,XXXXXXXXX,Home Office,PR,2199 Silver Autumn Key,725.0,5,Golf,18.214691,-66.370514,LATAM,Puebla,México,5367,2015-02-03 00:28:00,2263,502,18.0,0.12,5671,50.0,0.35,3,150.0,132.0,46.2,Central America,Puebla,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-02-07 00:28:00,Second Class
PAYMENT,4,2,10.44,130.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,5367,Mccormick,XXXXXXXXX,Home Office,PR,2199 Silver Autumn Key,725.0,5,Golf,18.214691,-66.370514,LATAM,Puebla,México,5367,2015-02-03 00:28:00,2263,502,19.5,0.13,5669,50.0,0.08,3,150.0,130.5,10.44,Central America,Puebla,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-02-07 00:28:00,Second Class
PAYMENT,4,2,15.56,124.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,10485,Smith,XXXXXXXXX,Home Office,PR,9470 Shady View Bend,725.0,5,Golf,18.284256,-66.37058,LATAM,Mexico City,México,10485,2017-02-18 13:05:00,53403,502,25.5,0.17,133427,50.0,0.13,3,150.0,124.5,15.56,Central America,Distrito Federal,PENDING_PAYMENT,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-02-22 13:05:00,Second Class
PAYMENT,4,2,32.86,99.58,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Ronald,9272,Blackwell,XXXXXXXXX,Home Office,PR,9366 Silent Nectar Highway,725.0,5,Golf,18.206669,-66.37057,LATAM,São Paulo,Brasil,9272,2017-01-18 19:37:00,51298,627,20.39,0.17,128201,39.99,0.33,3,119.97,99.58,32.86,South America,São Paulo,PENDING_PAYMENT,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2017-01-22 19:37:00,Second Class
